"Gene","Module"
"GOLGA8O","grey"
"GOLGA8R","grey"
"GOLGA8T","grey"
"GOLGB1","turquoise"
"GOLIM4","turquoise"
"GOLM1","turquoise"
"GOLPH3","turquoise"
"GOLPH3L","turquoise"
"GOLT1A","grey"
"GOLT1B","turquoise"
"GON4L","turquoise"
"GOPC","turquoise"
"GORAB","turquoise"
"GORASP1","turquoise"
"GORASP2","turquoise"
"GOSR1","turquoise"
"GOSR2","turquoise"
"GOT1","turquoise"
"GOT2","turquoise"
"GP1BA","grey"
"GP1BB","brown"
"GP2","brown"
"GP5","brown"
"GP6","grey"
"GP9","brown"
"GPA33","grey"
"GPAA1","blue"
"GPALPP1","turquoise"
"GPAM","turquoise"
"GPANK1","black"
"GPAT2","grey"
"GPATCH1","turquoise"
"GPATCH11","turquoise"
"GPATCH2","turquoise"
"GPATCH2L","turquoise"
"GPATCH3","blue"
"GPATCH4","turquoise"
"GPATCH8","turquoise"
"GPBP1","turquoise"
"GPBP1L1","turquoise"
"GPC1","blue"
"GPC2","blue"
"GPC3","grey"
"GPC4","green"
"GPCPD1","turquoise"
"GPD1","grey"
"GPD1L","turquoise"
"GPD2","turquoise"
"GPER1","blue"
"GPHN","turquoise"
"GPI","blue"
"GPKOW","blue"
"GPLD1","turquoise"
"GPM6B","grey"
"GPN1","turquoise"
"GPN2","turquoise"
"GPN3","turquoise"
"GPNMB","grey"
"GPR107","turquoise"
"GPR108","blue"
"GPR132","blue"
"GPR135","grey"
"GPR137","blue"
"GPR137B","turquoise"
"GPR137C","turquoise"
"GPR143","grey"
"GPR146","blue"
"GPR153","grey"
"GPR155","turquoise"
"GPR156","grey"
"GPR157","blue"
"GPR160","grey"
"GPR161","turquoise"
"GPR162","blue"
"GPR173","red"
"GPR176","turquoise"
"GPR180","turquoise"
"GPR19","turquoise"
"GPR27","grey"
"GPR35","blue"
"GPR37","yellow"
"GPR37L1","blue"
"GPR39","turquoise"
"GPR63","grey"
"GPR68","blue"
"GPR75","grey"
"GPR83","grey"
"GPR85","green"
"GPR87","yellow"
"GPRASP1","grey"
"GPRASP2","turquoise"
"GPRC5A","grey"
"GPRC5B","turquoise"
"GPRC5C","blue"
"GPRC5D","grey"
"GPRIN1","blue"
"GPRIN2","blue"
"GPRIN3","yellow"
"GPS1","blue"
"GPS2","grey"
"GPSM1","blue"
"GPSM2","turquoise"
"GPSM3","grey"
"GPT","blue"
"GPT2","blue"
"GPX1","blue"
"GPX2","grey"
"GPX3","grey"
"GPX4","blue"
"GPX7","grey"
"GPX8","turquoise"
"GRAMD1A","blue"
"GRAMD1B","grey"
"GRAMD1C","turquoise"
"GRAMD4","blue"
"GRAP","green"
"GRB10","turquoise"
"GRB2","turquoise"
"GRB7","blue"
"GREB1","grey"
"GREB1L","turquoise"
"GRHL1","turquoise"
"GRHL2","brown"
"GRHL3","grey"
"GRHPR","blue"
"GRID2IP","grey"
"GRIK1","yellow"
"GRIK2","grey"
"GRIK4","grey"
"GRIK5","yellow"
"GRIN1","blue"
"GRIN2A","grey"
"GRIN2C","blue"
"GRIN2D","blue"
"GRIN3A","grey"
"GRIN3B","grey"
"GRINA","blue"
"GRIP1","grey"
"GRIPAP1","turquoise"
"GRK4","turquoise"
"GRK5","blue"
"GRK6","blue"
"GRK7","grey"
"GRM1","grey"
"GRM4","grey"
"GRM5","yellow"
"GRM7","green"
"GRN","blue"
"GRP","brown"
"GRPEL1","turquoise"
"GRPEL2","turquoise"
"GRSF1","turquoise"
"GRTP1","turquoise"
"GRWD1","blue"
"GSAP","grey"
"GSDMB","turquoise"
"GSDMC","brown"
"GSDMD","blue"
"GSE1","turquoise"
"GSG1L","grey"
"GSK3A","blue"
"GSK3B","turquoise"
"GSKIP","turquoise"
"GSN","blue"
"GSPT1","turquoise"
"GSPT2","grey"
"GSR","turquoise"
"GSS","blue"
"GSTA1","grey"
"GSTA2","brown"
"GSTA3","brown"
"GSTA4","turquoise"
"GSTCD","turquoise"
"GSTK1","turquoise"
"GSTM1","grey"
"GSTM2","grey"
"GSTM3","turquoise"
"GSTM4","turquoise"
"GSTO1","turquoise"
"GSTO2","turquoise"
"GSTP1","blue"
"GSTT2","grey"
"GSTT2B","grey"
"GSTZ1","blue"
"GTF2A1","turquoise"
"GTF2A2","turquoise"
"GTF2B","turquoise"
"GTF2E1","turquoise"
"GTF2E2","turquoise"
"GTF2F1","blue"
"GTF2F2","turquoise"
"GTF2H1","turquoise"
"GTF2H2","turquoise"
"GTF2H2C","turquoise"
"GTF2H3","turquoise"
"GTF2H4","red"
"GTF2H5","turquoise"
"GTF2I","turquoise"
"GTF2IRD1","blue"
"GTF2IRD2","turquoise"
"GTF2IRD2B","turquoise"
"GTF3A","turquoise"
"GTF3C1","blue"
"GTF3C2","turquoise"
"GTF3C3","turquoise"
"GTF3C4","turquoise"
"GTF3C5","blue"
"GTF3C6","turquoise"
"GTPBP1","blue"
"GTPBP10","turquoise"
"GTPBP2","turquoise"
"GTPBP3","blue"
"GTPBP4","turquoise"
"GTPBP6","black"
"GTPBP8","turquoise"
"GTSE1","blue"
"GUCA1A","yellow"
"GUCA1B","blue"
"GUCD1","blue"
"GUCY2F","yellow"
"GUF1","turquoise"
"GUK1","blue"
"GULP1","turquoise"
"GUSB","turquoise"
"GXYLT1","turquoise"
"GXYLT2","grey"
"GYG1","turquoise"
"GYG2","grey"
"GYPC","grey"
"GYS1","blue"
"GZF1","turquoise"
"H6PD","blue"
"HAAO","grey"
"HABP2","grey"
"HABP4","turquoise"
"HACE1","turquoise"
"HACL1","turquoise"
"HADH","turquoise"
"HADHA","turquoise"
"HADHB","turquoise"
"HAGH","blue"
"HAGHL","blue"
"HAL","grey"
"HAP1","grey"
"HAPLN3","blue"
"HARBI1","turquoise"
"HARS2","turquoise"
"HAS2","brown"
"HAS3","turquoise"
"HAT1","turquoise"
"HAUS1","turquoise"
"HAUS2","turquoise"
"HAUS3","turquoise"
"HAUS4","turquoise"
"HAUS5","blue"
"HAUS6","turquoise"
"HAUS7","blue"
"HAUS8","blue"
"HAX1","turquoise"
"HBA1","grey"
"HBB","grey"
"HBEGF","grey"
"HBP1","turquoise"
"HBS1L","turquoise"
"HCAR1","grey"
"HCAR2","grey"
"HCAR3","grey"
"HCCS","turquoise"
"HCFC1","blue"
"HCFC1R1","blue"
"HCFC2","turquoise"
"HCK","green"
"HCLS1","grey"
"HCN2","blue"
"HCN3","blue"
"HCN4","grey"
"HDAC1","turquoise"
"HDAC10","grey"
"HDAC11","blue"
"HDAC2","turquoise"
"HDAC3","turquoise"
"HDAC4","turquoise"
"HDAC5","blue"
"HDAC6","blue"
"HDAC7","blue"
"HDAC8","turquoise"
"HDAC9","turquoise"
"HDC","grey"
"HDDC2","turquoise"
"HDDC3","blue"
"HDGF","turquoise"
"HDHD2","turquoise"
"HDHD3","blue"
"HDLBP","turquoise"
"HDX","turquoise"
"HEATR1","turquoise"
"HEATR3","turquoise"
"HEATR4","turquoise"
"HEATR5A","turquoise"
"HEATR5B","turquoise"
"HEATR6","turquoise"
"HEATR9","brown"
"HEBP1","turquoise"
"HEBP2","turquoise"
"HECA","turquoise"
"HECTD1","turquoise"
"HECTD2","turquoise"
"HECTD3","blue"
"HECTD4","turquoise"
"HECW2","grey"
"HEG1","turquoise"
"HELB","grey"
"HELLS","turquoise"
"HELQ","turquoise"
"HELZ","turquoise"
"HELZ2","blue"
"HEMGN","green"
"HEMK1","blue"
"HENMT1","turquoise"
"HEPACAM2","grey"
"HEPH","green"
"HERC1","turquoise"
"HERC2","turquoise"
"HERC3","turquoise"
"HERC4","turquoise"
"HERC5","turquoise"
"HERC6","turquoise"
"HERPUD1","turquoise"
"HERPUD2","turquoise"
"HES1","grey"
"HES2","grey"
"HES4","blue"
"HES5","yellow"
"HES6","blue"
"HESX1","turquoise"
"HEXA","turquoise"
"HEXB","turquoise"
"HEXIM1","turquoise"
"HEXIM2","blue"
"HEY1","turquoise"
"HEY2","green"
"HEYL","grey"
"HFE","turquoise"
"HGD","grey"
"HGH1","blue"
"HGS","blue"
"HGSNAT","turquoise"
"HHAT","turquoise"
"HHATL","yellow"
"HHEX","turquoise"
"HHIPL2","grey"
"HHLA2","brown"
"HIBADH","turquoise"
"HIBCH","turquoise"
"HIC1","blue"
"HIC2","blue"
"HID1","blue"
"HIF1A","turquoise"
"HIF1AN","turquoise"
"HIF3A","yellow"
"HIGD1A","turquoise"
"HIGD2A","blue"
"HIGD2B","grey"
"HILPDA","grey"
"HINFP","turquoise"
"HINT1","turquoise"
"HINT2","blue"
"HINT3","turquoise"
"HIP1","turquoise"
"HIP1R","blue"
"HIPK1","turquoise"
"HIPK2","turquoise"
"HIPK3","turquoise"
"HIRA","turquoise"
"HIRIP3","blue"
"HIVEP1","turquoise"
"HIVEP2","turquoise"
"HIVEP3","blue"
"HJURP","grey"
"HK1","turquoise"
"HK2","turquoise"
"HKDC1","grey"
"HLA-A","grey"
"HLA-B","grey"
"HLA-C","grey"
"HLA-DMA","grey"
"HLA-DMB","green"
"HLA-DOA","grey"
"HLA-DOB","grey"
"HLA-DPA1","grey"
"HLA-DPB1","grey"
"HLA-DQA1","green"
"HLA-DQA2","grey"
"HLA-DQB1","grey"
"HLA-DQB2","grey"
"HLA-DRA","green"
"HLA-DRB1","grey"
"HLA-DRB5","green"
"HLA-E","grey"
"HLA-F","grey"
"HLA-G","grey"
"HLCS","turquoise"
"HLF","grey"
"HLTF","turquoise"
"HM13","turquoise"
"HMBOX1","turquoise"
"HMBS","blue"
"HMCES","turquoise"
"HMCN1","grey"
"HMCN2","grey"
"HMG20A","turquoise"
"HMG20B","blue"
"HMGA1","blue"
"HMGA2","turquoise"
"HMGB1","turquoise"
"HMGB2","turquoise"
"HMGB3","turquoise"
"HMGCL","turquoise"
"HMGCR","turquoise"
"HMGCS1","turquoise"
"HMGN1","turquoise"
"HMGN2","turquoise"
"HMGN3","turquoise"
"HMGN4","turquoise"
"HMGN5","grey"
"HMGXB3","turquoise"
"HMGXB4","turquoise"
"HMMR","turquoise"
"HMOX1","grey"
"HMOX2","blue"
"HMSD","brown"
"HNF1A","grey"
"HNF1B","brown"
"HNF4A","grey"
"HNF4G","grey"
"HNMT","grey"
"HNRNPA0","turquoise"
"HNRNPA1","turquoise"
"HNRNPA1L2","brown"
"HNRNPA2B1","turquoise"
"HNRNPA3","turquoise"
"HNRNPAB","turquoise"
"HNRNPC","turquoise"
"HNRNPD","turquoise"
"HNRNPDL","turquoise"
"HNRNPF","turquoise"
"HNRNPH1","turquoise"
"HNRNPH2","turquoise"
"HNRNPH3","turquoise"
"HNRNPK","turquoise"
"HNRNPL","turquoise"
"HNRNPLL","turquoise"
"HNRNPM","turquoise"
"HNRNPR","turquoise"
"HNRNPU","turquoise"
"HNRNPUL1","turquoise"
"HNRNPUL2","turquoise"
"HNRNPUL2-BSCL2","green"
"HOGA1","turquoise"
"HOMER1","turquoise"
"HOMER2","turquoise"
"HOMER3","blue"
"HOOK1","yellow"
"HOOK2","blue"
"HOOK3","turquoise"
"HOPX","grey"
"HORMAD1","brown"
"HOXA1","grey"
"HOXA3","yellow"
"HOXA4","yellow"
"HOXB1","brown"
"HOXB2","grey"
"HOXB3","grey"
"HOXB4","yellow"
"HOXB5","brown"
"HOXB6","yellow"
"HOXB7","grey"
"HOXC4","grey"
"HP","grey"
"HP1BP3","turquoise"
"HPCA","grey"
"HPCAL1","blue"
"HPDL","blue"
"HPGD","grey"
"HPGDS","grey"
"HPRT1","turquoise"
"HPS1","blue"
"HPS3","turquoise"
"HPS4","turquoise"
"HPS5","turquoise"
"HPS6","blue"
"HPSE","turquoise"
"HPX","blue"
"HR","blue"
"HRAS","blue"
"HRCT1","grey"
"HRH1","grey"
"HRK","grey"
"HRNR","yellow"
"HS1BP3","blue"
"HS2ST1","turquoise"
"HS3ST1","grey"
"HS3ST3A1","grey"
"HS3ST3B1","grey"
"HS3ST6","brown"
"HS6ST1","blue"
"HS6ST2","green"
"HSBP1","turquoise"
"HSBP1L1","turquoise"
"HSCB","turquoise"
"HSD11B1","grey"
"HSD11B1L","blue"
"HSD11B2","blue"
"HSD17B1","grey"
"HSD17B10","blue"
"HSD17B11","turquoise"
"HSD17B12","turquoise"
"HSD17B13","grey"
"HSD17B14","blue"
"HSD17B2","grey"
"HSD17B3","green"
"HSD17B4","turquoise"
"HSD17B6","turquoise"
"HSD17B7","turquoise"
"HSD17B8","black"
"HSD3B7","blue"
"HSDL1","turquoise"
"HSDL2","turquoise"
"HSF1","blue"
"HSF2","turquoise"
"HSF2BP","turquoise"
"HSF4","blue"
"HSFX1","grey"
"HSFX2","grey"
"HSH2D","grey"
"HSP90AA1","turquoise"
"HSP90AB1","turquoise"
"HSP90B1","turquoise"
"HSPA12A","turquoise"
"HSPA13","turquoise"
"HSPA14","turquoise"
"HSPA1A","blue"
"HSPA1B","blue"
"HSPA1L","black"
"HSPA2","grey"
"HSPA4","turquoise"
"HSPA4L","turquoise"
"HSPA5","turquoise"
"HSPA6","yellow"
"HSPA8","turquoise"
"HSPA9","turquoise"
"HSPB1","blue"
"HSPB7","yellow"
"HSPB8","turquoise"
"HSPBAP1","turquoise"
"HSPBP1","blue"
"HSPD1","turquoise"
"HSPE1","turquoise"
"HSPE1-MOB4","grey"
"HSPG2","blue"
"HSPH1","turquoise"
"HTATIP2","grey"
"HTATSF1","turquoise"
"HTR1D","grey"
"HTR2B","grey"
"HTR3A","brown"
"HTR3B","brown"
"HTR7","brown"
"HTRA1","turquoise"
"HTRA2","turquoise"
"HTT","turquoise"
"HUNK","grey"
"HUS1","turquoise"
"HUWE1","turquoise"
"HVCN1","grey"
"HYAL1","blue"
"HYAL2","blue"
"HYAL3","blue"
"HYAL4","brown"
"HYDIN","grey"
"HYI","green"
"HYKK","turquoise"
"HYLS1","turquoise"
"HYOU1","blue"
"HYPK","grey"
"IAH1","turquoise"
"IARS2","turquoise"
"IBA57","turquoise"
"IBTK","turquoise"
"ICA1","grey"
"ICA1L","turquoise"
"ICAM1","grey"
"ICAM2","grey"
"ICAM3","grey"
"ICAM4","brown"
"ICAM5","blue"
"ICE1","turquoise"
"ICE2","turquoise"
"ICMT","turquoise"
"ICOSLG","blue"
"ID1","grey"
"ID2","turquoise"
"ID3","blue"
"ID4","green"
"IDE","turquoise"
"IDH1","turquoise"
"IDH2","blue"
"IDH3A","turquoise"
"IDH3B","turquoise"
"IDH3G","blue"
"IDI1","turquoise"
"IDNK","turquoise"
"IDO1","grey"
"IDS","turquoise"
"IDUA","blue"
"IER2","grey"
"IER3","grey"
"IER3IP1","turquoise"
"IER5","turquoise"
"IER5L","grey"
"IFFO1","blue"
"IFFO2","blue"
"IFI16","grey"
"IFI27","blue"
"IFI27L1","blue"
"IFI27L2","blue"
"IFI30","grey"
"IFI35","blue"
"IFI44","brown"
"IFI44L","green"
"IFI6","blue"
"IFIH1","turquoise"
"IFIT1","turquoise"
"IFIT2","turquoise"
"IFIT3","grey"
"IFIT5","turquoise"
"IFITM1","blue"
"IFITM10","blue"
"IFITM2","blue"
"IFITM3","blue"
"IFNAR1","turquoise"
"IFNAR2","turquoise"
"IFNE","grey"
"IFNGR1","turquoise"
"IFNGR2","turquoise"
"IFNLR1","blue"
"IFRD1","turquoise"
"IFRD2","blue"
"IFT122","turquoise"
"IFT140","blue"
"IFT172","turquoise"
"IFT20","turquoise"
"IFT22","turquoise"
"IFT27","turquoise"
"IFT43","turquoise"
"IFT46","turquoise"
"IFT52","turquoise"
"IFT57","turquoise"
"IFT74","turquoise"
"IFT80","turquoise"
"IFT81","turquoise"
"IFT88","turquoise"
"IGBP1","turquoise"
"IGF1","grey"
"IGF1R","turquoise"
"IGF2","grey"
"IGF2BP2","turquoise"
"IGF2BP3","grey"
"IGF2R","turquoise"
"IGFBP2","blue"
"IGFBP3","grey"
"IGFBP4","grey"
"IGFBP5","green"
"IGFBP6","blue"
"IGFBP7","turquoise"
"IGFBPL1","grey"
"IGFL1","grey"
"IGFLR1","blue"
"IGHMBP2","blue"
"IGIP","turquoise"
"IGSF10","grey"
"IGSF11","green"
"IGSF22","grey"
"IGSF3","turquoise"
"IGSF8","blue"
"IGSF9","grey"
"IGSF9B","blue"
"IHH","blue"
"IK","turquoise"
"IKBIP","turquoise"
"IKBKB","turquoise"
"IKBKE","blue"
"IKBKG","blue"
"IKZF1","green"
"IKZF2","turquoise"
"IKZF3","grey"
"IKZF4","turquoise"
"IKZF5","turquoise"
"IL10RB","turquoise"
"IL11","grey"
"IL11RA","red"
"IL12A","turquoise"
"IL12RB2","grey"
"IL13RA1","turquoise"
"IL15","turquoise"
"IL15RA","blue"
"IL16","grey"
"IL17C","grey"
"IL17D","turquoise"
"IL17RA","turquoise"
"IL17RB","turquoise"
"IL17RC","blue"
"IL17RD","grey"
"IL17RE","blue"
"IL17REL","grey"
"IL18","grey"
"IL18BP","turquoise"
"IL18R1","grey"
"IL19","brown"
"IL1A","grey"
"IL1B","grey"
"IL1R1","grey"
"IL1RAP","turquoise"
"IL1RL1","grey"
"IL1RL2","brown"
"IL1RN","grey"
"IL20RA","grey"
"IL20RB","grey"
"IL22RA1","grey"
"IL23A","grey"
"IL27RA","grey"
"IL2RB","grey"
"IL2RG","grey"
"IL31RA","grey"
"IL32","grey"
"IL33","green"
"IL34","grey"
"IL36G","grey"
"IL37","grey"
"IL3RA","grey"
"IL4I1","grey"
"IL4R","blue"
"IL5RA","brown"
"IL6","grey"
"IL6R","grey"
"IL6ST","turquoise"
"IL7","grey"
"ILDR1","brown"
"ILF2","turquoise"
"ILF3","turquoise"
"ILK","turquoise"
"ILKAP","turquoise"
"IMMP1L","turquoise"
"IMMP2L","turquoise"
"IMMT","turquoise"
"IMP3","turquoise"
"IMP4","turquoise"
"IMPA1","turquoise"
"IMPA2","blue"
"IMPACT","turquoise"
"IMPDH1","blue"
"IMPDH2","turquoise"
"IMPG2","red"
"INA","grey"
"INAFM1","blue"
"INAFM2","turquoise"
"INCA1","blue"
"INCENP","blue"
"INF2","blue"
"ING1","turquoise"
"ING2","turquoise"
"ING3","turquoise"
"ING4","turquoise"
"ING5","turquoise"
"INHA","blue"
"INHBA","grey"
"INHBB","grey"
"INHBC","grey"
"INIP","turquoise"
"INO80","turquoise"
"INO80B","grey"
"INO80B-WBP1","grey"
"INO80C","turquoise"
"INO80D","turquoise"
"INO80E","blue"
"INPP1","turquoise"
"INPP4A","turquoise"
"INPP4B","turquoise"
"INPP5A","turquoise"
"INPP5B","turquoise"
"INPP5D","grey"
"INPP5E","blue"
"INPP5F","turquoise"
"INPP5J","blue"
"INPP5K","turquoise"
"INPPL1","blue"
"INSC","grey"
"INSIG1","turquoise"
"INSIG2","turquoise"
"INSL3","grey"
"INSM1","grey"
"INSR","turquoise"
"INTS1","blue"
"INTS10","turquoise"
"INTS12","turquoise"
"INTS2","turquoise"
"INTS3","turquoise"
"INTS4","turquoise"
"INTS5","blue"
"INTS6","turquoise"
"INTS7","turquoise"
"INTS8","turquoise"
"INTS9","turquoise"
"INTU","turquoise"
"INVS","turquoise"
"IP6K1","blue"
"IP6K2","turquoise"
"IP6K3","grey"
"IPCEF1","grey"
"IPMK","turquoise"
"IPO11","turquoise"
"IPO13","blue"
"IPO4","blue"
"IPO5","turquoise"
"IPO7","turquoise"
"IPO8","turquoise"
"IPO9","turquoise"
"IPP","turquoise"
"IPPK","turquoise"
"IQCB1","turquoise"
"IQCC","turquoise"
"IQCE","blue"
"IQCH","turquoise"
"IQCJ-SCHIP1","brown"
"IQCK","turquoise"
"IQGAP1","turquoise"
"IQGAP2","grey"
"IQGAP3","grey"
"IQSEC1","blue"
"IQSEC2","blue"
"IQUB","grey"
"IRAK1","blue"
"IRAK1BP1","turquoise"
"IRAK2","grey"
"IRAK3","brown"
"IRAK4","turquoise"
"IREB2","turquoise"
"IRF1","grey"
"IRF2","turquoise"
"IRF2BP1","blue"
"IRF2BP2","turquoise"
"IRF2BPL","blue"
"IRF3","blue"
"IRF5","grey"
"IRF6","turquoise"
"IRF7","blue"
"IRF9","grey"
"IRGQ","turquoise"
"IRS1","turquoise"
"IRS2","turquoise"
"IRS4","grey"
"IRX1","brown"
"IRX2","grey"
"IRX3","blue"
"IRX4","brown"
"IRX5","brown"
"IRX6","green"
"ISCA1","turquoise"
"ISCA2","turquoise"
"ISCU","turquoise"
"ISG15","blue"
"ISG20","blue"
"ISG20L2","turquoise"
"ISL1","grey"
"ISLR","grey"
"ISM1","grey"
"ISOC1","turquoise"
"ISOC2","blue"
"IST1","turquoise"
"ISY1","turquoise"
"ISY1-RAB43","green"
"ISYNA1","blue"
"ITCH","turquoise"
"ITFG1","turquoise"
"ITFG2","turquoise"
"ITGA1","grey"
"ITGA10","red"
"ITGA2","turquoise"
"ITGA3","blue"
"ITGA4","red"
"ITGA5","grey"
"ITGA6","turquoise"
"ITGA7","blue"
"ITGA9","turquoise"
"ITGAE","turquoise"
"ITGAL","grey"
"ITGAM","grey"
"ITGAV","turquoise"
"ITGB1","turquoise"
"ITGB1BP1","turquoise"
"ITGB2","grey"
"ITGB3","grey"
"ITGB3BP","turquoise"
"ITGB4","blue"
"ITGB5","blue"
"ITGB6","brown"
"ITGB7","grey"
"ITGB8","turquoise"
"ITGBL1","yellow"
"ITIH1","grey"
"ITIH4","grey"
"ITIH5","yellow"
"ITIH6","brown"
"ITLN1","grey"
"ITM2A","yellow"
"ITM2B","turquoise"
"ITM2C","blue"
"ITPA","blue"
"ITPK1","blue"
"ITPKA","blue"
"ITPKB","grey"
"ITPKC","blue"
"ITPR1","turquoise"
"ITPR2","turquoise"
"ITPR3","blue"
"ITPRIP","grey"
"ITPRIPL1","grey"
"ITPRIPL2","grey"
"ITSN1","turquoise"
"ITSN2","turquoise"
"IVD","turquoise"
"IVL","brown"
"IVNS1ABP","turquoise"
"IWS1","turquoise"
"IYD","grey"
"IZUMO4","blue"
"JADE1","turquoise"
"JADE2","blue"
"JADE3","turquoise"
"JAG1","turquoise"
"JAG2","blue"
"JAGN1","turquoise"
"JAK1","turquoise"
"JAK2","turquoise"
"JAK3","red"
"JAKMIP2","yellow"
"JAKMIP3","grey"
"JAM3","grey"
"JARID2","turquoise"
"JAZF1","turquoise"
"JDP2","blue"
"JKAMP","turquoise"
"JMJD1C","turquoise"
"JMJD4","blue"
"JMJD6","turquoise"
"JMJD7","blue"
"JMJD7-PLA2G4B","grey"
"JMJD8","blue"
"JMY","turquoise"
"JOSD1","grey"
"JOSD2","blue"
"JPH1","grey"
"JPH2","blue"
"JPH3","blue"
"JRK","turquoise"
"JRKL","turquoise"
"JSRP1","brown"
"JTB","turquoise"
"JUN","grey"
"JUNB","grey"
"JUND","grey"
"JUP","blue"
"KALRN","turquoise"
"KANK1","turquoise"
"KANK2","blue"
"KANK3","blue"
"KANSL1","turquoise"
"KANSL1L","turquoise"
"KANSL2","turquoise"
"KANSL3","turquoise"
"KANTR","turquoise"
"KAT2A","blue"
"KAT2B","turquoise"
"KAT5","blue"
"KAT6A","turquoise"
"KAT6B","turquoise"
"KAT7","turquoise"
"KAT8","blue"
"KATNA1","turquoise"
"KATNAL1","turquoise"
"KATNAL2","grey"
"KATNB1","blue"
"KATNBL1","turquoise"
"KAZALD1","blue"
"KAZN","grey"
"KBTBD11","grey"
"KBTBD12","grey"
"KBTBD2","turquoise"
"KBTBD3","turquoise"
"KBTBD4","turquoise"
"KBTBD6","turquoise"
"KBTBD7","turquoise"
"KBTBD8","turquoise"
"KCMF1","turquoise"
"KCNA1","yellow"
"KCNA2","yellow"
"KCNAB1","turquoise"
"KCNAB2","blue"
"KCNAB3","grey"
"KCNB1","black"
"KCNC1","grey"
"KCNC3","green"
"KCNC4","grey"
"KCND1","grey"
"KCND2","green"
"KCND3","turquoise"
"KCNE1","grey"
"KCNE3","green"
"KCNE4","grey"
"KCNG1","grey"
"KCNG2","grey"
"KCNG3","grey"
"KCNH1","grey"
"KCNH2","grey"
"KCNH3","blue"
"KCNH6","grey"
"KCNIP2","turquoise"
"KCNIP3","grey"
"KCNIP4","grey"
"KCNJ11","blue"
"KCNJ14","turquoise"
"KCNJ15","grey"
"KCNJ16","green"
"KCNJ2","grey"
"KCNJ5","grey"
"KCNK1","turquoise"
"KCNK15","grey"
"KCNK5","grey"
"KCNK6","grey"
"KCNK7","blue"
"KCNMA1","turquoise"
"KCNMB2","grey"
"KCNMB3","turquoise"
"KCNMB4","turquoise"
"KCNN1","grey"
"KCNN3","grey"
"KCNN4","blue"
"KCNQ1","blue"
"KCNQ3","yellow"
"KCNQ4","blue"
"KCNQ5","grey"
"KCNRG","grey"
"KCNS1","grey"
"KCNS3","grey"
"KCNT1","grey"
"KCP","blue"
"KCTD1","turquoise"
"KCTD10","turquoise"
"KCTD11","blue"
"KCTD12","grey"
"KCTD13","blue"
"KCTD14","grey"
"KCTD15","blue"
"KCTD16","grey"
"KCTD17","blue"
"KCTD18","turquoise"
"KCTD2","turquoise"
"KCTD20","turquoise"
"KCTD21","turquoise"
"KCTD3","turquoise"
"KCTD5","blue"
"KCTD6","turquoise"
"KCTD7","turquoise"
"KCTD9","turquoise"
"KDELR1","blue"
"KDELR2","turquoise"
"KDELR3","grey"
"KDF1","grey"
"KDM1A","turquoise"
"KDM1B","turquoise"
"KDM2A","turquoise"
"KDM2B","turquoise"
"KDM3A","turquoise"
"KDM3B","turquoise"
"KDM4A","turquoise"
"KDM4B","blue"
"KDM4C","turquoise"
"KDM4D","turquoise"
"KDM5A","turquoise"
"KDM5B","turquoise"
"KDM5C","blue"
"KDM5D","grey"
"KDM6A","turquoise"
"KDM6B","blue"
"KDM7A","turquoise"
"KDM8","blue"
"KDR","red"
"KDSR","turquoise"
"KEAP1","blue"
"KEL","grey"
"KHDC1","turquoise"
"KHDRBS1","turquoise"
"KHDRBS3","grey"
"KHK","blue"
"KHNYN","turquoise"
"KHSRP","blue"
"KIAA0040","grey"
"KIAA0232","turquoise"
"KIAA0319","grey"
"KIAA0319L","turquoise"
"KIAA0408","yellow"
"KIAA0513","blue"
"KIAA0586","turquoise"
"KIAA0753","red"
"KIAA0825","turquoise"
"KIAA0930","blue"
"KIAA1143","turquoise"
"KIAA1191","turquoise"
"KIAA1217","turquoise"
"KIAA1328","turquoise"
"KIAA1549","turquoise"
"KIAA1549L","grey"
"KIAA1586","turquoise"
"KIAA1614","blue"
"KIAA1671","turquoise"
"KIAA1958","turquoise"
"KIAA2013","blue"
"KIDINS220","turquoise"
"KIF11","turquoise"
"KIF13A","turquoise"
"KIF13B","turquoise"
"KIF14","turquoise"
"KIF15","turquoise"
"KIF16B","turquoise"
"KIF17","blue"
"KIF18A","turquoise"
"KIF18B","blue"
"KIF19","grey"
"KIF1A","grey"
"KIF1B","turquoise"
"KIF1C","blue"
"KIF20A","grey"
"KIF20B","turquoise"
"KIF21A","turquoise"
"KIF21B","blue"
"KIF22","blue"
"KIF23","turquoise"
"KIF24","turquoise"
"KIF26B","grey"
"KIF27","turquoise"
"KIF2A","turquoise"
"KIF2C","turquoise"
"KIF3A","turquoise"
"KIF3B","turquoise"
"KIF3C","turquoise"
"KIF4A","turquoise"
"KIF5B","turquoise"
"KIF5C","grey"
"KIF6","grey"
"KIF7","blue"
"KIF9","turquoise"
"KIFAP3","turquoise"
"KIFC1","blue"
"KIFC2","blue"
"KIFC3","blue"
"KIN","turquoise"
"KIRREL3","blue"
"KIT","grey"
"KITLG","turquoise"
"KIZ","turquoise"
"KL","grey"
"KLB","yellow"
"KLC1","turquoise"
"KLC2","blue"
"KLC3","blue"
"KLC4","blue"
"KLF10","grey"
"KLF11","turquoise"
"KLF12","turquoise"
"KLF13","blue"
"KLF15","blue"
"KLF16","blue"
"KLF2","grey"
"KLF3","turquoise"
"KLF4","grey"
